id,name,japanName,hiragana,bust,waist,hip,height,birthday,blood_type,hobby,prefectures,age
1041175,Morinaga Pino,森永ぴの,もりながぴの,,,,,,,,,
1041176,Hosizima Ruri,星島るり,ほしじまるり,,,,,,,,,
1041178,Ootaki Karen,大滝華蓮,おおたきかれん,,,,,,,,,
1041183,Ayukawa Tubomi,鮎川つぼみ,あゆかわつぼみ,70.0,56.0,76.0,150.0,1998-06-04,B,カラオケ,,23.0
1041184,Takeuti Hitomi,竹内瞳,たけうちひとみ,90.0,62.0,95.0,162.0,,,,,
1041216,Hamamatsu Aki,濱松愛季,はままつあき,88.0,59.0,90.0,,,,チアダンス,,
1041217,Oto Wakaba,大杜若羽,おおとわかば,85.0,57.0,86.0,,1992-05-22,,ヨガ、ワイン、バイクツーリング,,29.0
1041260,Kuroki Ren,黒木れん,くろきれん,85.0,59.0,88.0,157.0,,,セグウェイ、サーフィン、スノボ,,
1041261,Katou Yua,加藤結彩,かとうゆあ,,,,,,,,,
1041265,Takanasi Miyabi,小鳥遊みやび,たかなしみやび,,,,,,,,,
1041267,Hosimiya Minami,星宮みなみ,ほしみやみなみ,95.0,70.0,93.0,160.0,1994-08-21,B,買い物、料理,東京都,27.0
1041269,Sakauti Rina,坂内里奈,さかうちりな,,,,,,,,,
1041290,Mitusima Erii,満島エリー,みつしまえりー,,,,,,,,,
1041318,Minami Yuki,南ゆき,みなみゆき,86.0,59.0,82.0,,1997-05-11,,,,24.0
1041319,Kurumi Hana,胡桃華,くるみはな,95.0,60.0,90.0,162.0,,,,,
1041320,Teduka Hikari,手塚ひかり,てづかひかり,,,,,,,,,
1041321,Mizukawa Kaede,水川かえで,みずかわかえで,,,,,,,,,
1041375,Harusaki Ryou,春咲りょう,はるさきりょう,84.0,57.0,86.0,160.0,1997-05-22,O,YouTubeを見ること、ライブ,茨城県,24.0
1041376,Ono Haruka,小野はるか,おのはるか,,,,,,,,,
1041383,Takeuti Sizuka,竹内しずか,たけうちしずか,,,,,,,,,
1041384,Morituki Mayu,森月茉由,もりつきまゆ,84.0,60.0,86.0,166.0,,,料理/海外旅行/走ること/オナニー,,
1041397,Gotou Marika,後藤まりか,ごとうまりか,,,,,,,,,
1041445,Huyusaki Masiro,冬咲ましろ,ふゆさきましろ,84.0,59.0,82.0,165.0,,,漫画を読む事,,
1041466,Anzai Hikari,安西ひかり,あんざいひかり,86.0,57.0,89.0,160.0,,,,,
1041467,Hibiki Mariko,響まりこ,ひびきまりこ,80.0,56.0,82.0,150.0,,,,,
1041468,Tomita Momoka,富田百々香,とみたももか,83.0,59.0,88.0,160.0,,,,,
1041469,Arimura Haruka,有村はるか,ありむらはるか,,,,,,,,,
1041470,Aida Mina,愛田ミナ,あいだみな,,,,,,,,,
1041476,Kurokawa Sarina,黒川さりな,くろかわさりな,88.0,56.0,85.0,160.0,1996-12-12,,水泳、Netflixを見ること,,25.0
1041509,Sakai Nanami,酒井奈々未,さかいななみ,92.0,,,167.0,,,アイドルオタク,,
1041510,Takashima Chisato,高島ちさと,たかしまちさと,83.0,,,167.0,,,,,
1041545,Soyon,ソヨン,そよん,82.0,56.0,83.0,,1997-06-20,,オナニー,,24.0
1041548,Rion,リオン,りおん,,,,,,,,,
1041553,Misaki Hikaru,美咲ヒカル,みさきひかる,,,,,,,,,
1041554,Himemiya Yuri,妃宮侑里,ひめみやゆうり,,,,,,,,,
1041625,Abe Kanna,宇野栞菜（阿部栞菜）,うのかんな（あべかんな）,80.0,59.0,82.0,,,,映画鑑賞,,
1041646,Kuroki Aoi,黒木あおい,くろきあおい,,,,,,,,,
1041655,Kurihara An,栗原杏,くりはらあん,83.0,60.0,87.0,157.0,,,,,
1041656,Ninomiya Keiko,二ノ宮慶子,にのみやけいこ,88.0,60.0,88.0,163.0,,,,,
1041657,Yuzuriha Ena,杠えな,ゆずりはえな,,,,,,,,,
1041698,Sasakura Manami,笹倉真奈美,ささくらまなみ,,,,,,,,,
1041704,Kubo Kyouko,久保今日子,くぼきょうこ,80.0,60.0,85.0,163.0,1974-04-21,A,ネイル,神奈川県,47.0
1041717,Housyou Ririi,宝生リリー,ほうしょうりりー,,,,,,,,,
1041729,Isihara Remi,石原れみ,いしはられみ,,,,,,,,,
1041730,Yamamoto Rin,山本鈴,やまもとりん,87.0,63.0,97.0,152.0,,,,,
1041746,Adati Hikari,安達ひかり,あだちひかり,,,,,,,,,
1041756,Katuki Moe,香月萌,かつきもえ,88.0,60.0,88.0,154.0,1997-11-13,O,お昼寝,,24.0
1041757,Inoue Ran,井上らん,いのうえらん,,,,,1998-02-22,,姉妹入れ替わり,,23.0
1041758,Inoue Suzu,井上すず,いのうえすず,,,,,1998-02-22,,姉妹入れ替わり,,23.0
1041759,Yuuri Maina,優梨まいな,ゆうりまいな,92.0,67.0,97.0,155.0,1995-05-31,B,絵を描く事、競馬、鉄道,埼玉県,26.0
1041760,Ozawa Mana,小澤まな,おざわまな,,,,,,,,,
1041761,Kurokawa Misaki,黒川美咲,くろかわみさき,96.0,,,,,,,,
1041762,Kiyama Erika,喜山エリカ,きやまえりか,,,,,,,,,
1041763,Koike Tinatu,小池千夏,こいけちなつ,97.0,,,,,,,,
1041765,Sazanami Rino,佐々波りの,ささなみりの,88.0,59.0,89.0,166.0,,,映画、ダンス、Y字バランス,東京都,
1041825,Hasegawa Mai,長谷川舞,はせがわまい,98.0,62.0,91.0,,,,,,
1041826,Mogami Riko,最上りこ,もがみりこ,,,,,,,,,
1041827,Todo Mikan,藤堂みかん,とうどうみかん,,,,,,,,,
1041828,Nishihara Yu,西原ゆう,にしはらゆう,85.0,60.0,87.0,168.0,,,,,
1041833,Misaki Nanami,岬ななみ,みさきななみ,83.0,57.0,87.0,150.0,1996-06-09,O,バレーボール,静岡県,25.0
1041834,Kazama Rina,風間リナ,かざまりな,88.0,58.0,89.0,165.0,,,,,
1041835,Masiro Koko,真白ここ,ましろここ,93.0,56.0,83.0,150.0,,,,,
1041836,Tezima Tomoyo,手島知世,てじまともよ,,,,,,,,,
1041891,Mito Kana,水戸かな,みとかな,83.0,60.0,85.0,160.0,,,ゴルフ、ダンス,,
1041892,Nakatani Reina,中谷玲奈,なかたにれいな,82.0,56.0,84.0,156.0,,,,,
1041897,Zinguuzi Nao,神宮寺ナオ,じんぐうじなお,86.0,61.0,88.0,160.0,1997-02-15,,,,24.0
1041901,Masuda Yuuko,枡田ゆう子,ますだゆうこ,,,,,,,,,
1041902,Ayano Tiaki,綾乃千晶,あやのちあき,,,,,,,,,
1041903,Aoi Uta,葵うた,あおいうた,,,,,,,,,
1041908,Sayami Ema,爽海恵麻,さやみえま,,,,,,,,,
1041960,Teduka Yuki,手塚有紀,てづかゆき,101.0,65.0,99.0,163.0,,,,,
1041961,Kanazawa Serena,金澤セレナ,かなざわせれな,86.0,58.0,86.0,170.0,,,英語,,
1041962,Takasugi Mari,高杉麻里,たかすぎまり,,,,,,,,,
1041963,Kiritani Nao,桐谷なお,きりたになお,88.0,60.0,90.0,164.0,,,,,
1041964,Yuuka Rin,ゆうか凛,ゆうかりん,,,,,,,,,
1042035,Kitagawa Reiko,北川礼子,きたがわれいこ,84.0,58.0,89.0,166.0,,,,,
1042038,Momotani Ria,百々谷りあ,ももたにりあ,,,,,,,,,
1042042,Arakaki Yumika,新垣ゆみか,あらかきゆみか,,,,,,,,,
1042053,Mochizuki Arare,望月あられ,もちづきあられ,84.0,59.0,83.0,163.0,1997-06-11,,写真、映画鑑賞、洋服のデザイン,,24.0
1042054,Kawara Kaede,河原かえで,かわらかえで,,,,,,,,,
1042056,Takeda Yume,竹田ゆめ,たけだゆめ,81.0,56.0,83.0,154.0,,A,,山梨県,
1042058,Arisaka Miyuki,有坂深雪,ありさかみゆき,82.0,55.0,84.0,,1998-01-07,,,,23.0
1042060,Nagase Nozomi,長瀬望美,ながせのぞみ,84.0,58.0,85.0,157.0,1993-04-05,,料理,千葉県,28.0
1042061,Hosino Luna,星乃月,ほしのるな,83.0,56.0,81.0,147.0,1992-03-09,B,料理（特にお菓子作り）、英会話,新潟県,29.0
1042062,Sakuragi Sayana,桜木さやな,さくらぎさやな,,,,,,,,,
1042074,Kawakita Rina,川北りな,かわきたりな,83.0,60.0,90.0,161.0,,,動画鑑賞、お料理,,
1042076,Yamagisi Kotone,山岸琴音,やまぎしことね,98.0,62.0,95.0,156.0,,,,,
1042079,Akagi Ao,あかぎ碧,あかぎあお,,,,,,,,,
1042080,Oto Sakino,乙都さきの,おとさきの,83.0,56.0,84.0,143.0,1997-12-02,O,岩盤浴、書道,山口県,24.0
1042082,Iyama Misato,伊山美里,いやまみさと,,,,,,,,,
1042084,Tatibana Ryouko,立花涼子,たちばなりょうこ,,,,,,,,,
1042119,Sakura Moko,桜もこ,さくらもこ,,,,,,,,,
1042123,Momoziri Kanon,桃尻かのん,ももじりかのん,83.0,57.0,83.0,144.0,1998-07-07,B,旅行・吹奏楽,滋賀県,23.0
1042126,Anri Saya,杏璃さや,あんりさや,,,,,,,,,
1042129,Nanasawa Mia,七沢みあ,ななさわみあ,79.0,54.0,80.0,145.0,1998-12-13,,,,23.0
1042130,Isikawa Yuuna,石川祐奈,いしかわゆうな,,,,,,,,,
1042131,Kurumi Tae,胡桃たえ,くるみたえ,,,,,,,,,
1042219,Kano Yura,架乃ゆら,かのゆら,84.0,55.0,86.0,156.0,1998-12-28,O,昭和歌謡、特撮ヒーロー鑑賞,岡山県,23.0
1042220,Manase Kurara,愛世くらら,まなせくらら,85.0,56.0,88.0,163.0,1993-11-19,,,東京都,28.0
1042221,Saeki Ritu,冴木りつ,さえきりつ,,,,,,,,,
1042231,Lilly,Lilly,りりぃ,,,,,,,,,
1042251,Yamamoto Erika,山本エリカ,やまもとえりか,,,,,,,,,
1042254,Hasegawa Yuria,長谷川ユリア,はせがわゆりあ,,,,,,,,,
1042272,Wakui Konatu,和久井こなつ,わくいこなつ,,,,,,,,,
1042293,Hasegawa Maya,長谷川まや,はせがわまや,,,,,,,,,
1042294,Katou Keiko,加藤圭子,かとうけいこ,,,,,,,,,
1042301,Matsuda Mana,松田真奈,まつだまな,,,,,,,,,
1042302,Shiemmei,神美,しぇんめい,,,,,,,,,
1042303,Honjo Nana,本城ナナ,ほんじょうなな,88.0,57.0,87.0,165.0,,,,,
1042310,Suzuki Mika,鈴木みか,すずきみか,80.0,53.0,81.0,161.0,,,,,
1042311,Ishikawa Mirin,石川みりん,いしかわみりん,,,,,,,,,
1042312,Misaki Misa,みさきみさ,みさきみさ,,,,,,,,,
1042313,Sakura Yuna,桜結奈,さくらゆな,,,,,,,,,
1042314,Izumi Rion,泉りおん,いずみりおん,80.0,52.0,89.0,152.0,1998-07-27,O,お笑い、ピアノ,栃木県,23.0
1042378,Utada Ami,宇多田あみ,うただあみ,,,,,,,,,
1042430,Eto Yuri,江藤侑里,えとうゆうり,80.0,59.0,84.0,,,,,,
1042431,Nanase Mai,ななせ麻衣,ななせまい,,,,,,,,,
1042432,Itinose Koi,一ノ瀬恋,いちのせこい,,,,,,,,,
1042462,Toyonaka Arisu,豊中アリス,とよなかありす,,,,,1997-07-03,,歌うこと、音楽鑑賞、人の顔を覚えること,長野県,24.0
1042463,Minami Ryou,南涼,みなみりょう,,,,,,,,,
1042464,Asou Mari,麻生まり,あそうまり,75.0,55.0,80.0,154.0,,,,,
1042465,Mita An,川田みはる（三田杏）,かわだみはる（みたあん）,84.0,59.0,87.0,166.0,1999-02-16,,犬と遊ぶこと、料理,青森県,22.0
1042475,Misumi Hikari,水澄ひかり,みすみひかり,104.0,62.0,93.0,161.0,,,,,
1042476,Yuuki Iori,優木いおり,ゆうきいおり,,,,,,,,,
1042477,Uemura Ena,植村恵名,うえむらえな,83.0,58.0,88.0,168.0,1993-11-19,,読書・演劇鑑賞・日本酒を飲むこと/テニス,,28.0
1042478,Himeno Haru,姫乃はる,ひめのはる,,,,,,,,,
1042479,Mika,MIKA,みか,,,,,,,,,
1042506,Yuri,YURI,ゆり,,,,,,,,,
1042507,Haruka Ayane,遥あやね,はるかあやね,84.0,56.0,87.0,152.0,,,"ジョギング,論文を書く,膣トレ",大阪府,
1042539,Maimura Kanade,舞村奏,まいむらかなで,,,,,,,,,
1042541,Sasaki Ena,佐々木えな,ささきえな,,,,,,,,,
1042596,Hatino Tubasa,八乃つばさ,はちのつばさ,88.0,58.0,83.0,156.0,,,スポーツ,,
1042598,Sirayuri Masiro,白百合ましろ,しらゆりましろ,,,,,,,,,
1042599,Otonasi Rena,音無レナ,おとなしれな,91.0,58.0,88.0,164.0,,,,,
1042600,Inori Kisumi,祈里きすみ,いのりきすみ,97.0,62.0,90.0,152.0,,,,,
1042601,Mizukawa Kazuha,水川かずは,みずかわかずは,,,,,,,,,
1042602,Hasegawa Yuka,長谷川由香,はせがわゆか,,,,,,,,,
1042603,Taniyama Tomomi,谷山智美,たにやまともみ,,,,,,,,,
1042704,Kanzaki Sasa,神咲紗々,かんざきささ,100.0,66.0,100.0,160.0,,,,,
1042705,Minami Kana,南果菜,みなみかな,,59.0,88.0,162.0,,,,沖縄県,
1042710,Ririka,理々香,りりか,,,,,,,,,
1042721,Kousaka Sari,香坂紗梨,こうさかさり,,,,,,,,,
1042759,Momotake Aoi,百式あおい,ももたけあおい,,,,,,,,,
1042781,Hukuda Ryouko,福田涼子,ふくだりょうこ,87.0,57.0,88.0,160.0,,,,,
1042782,Kamizyou Sayaka,上条さやか,かみじょうさやか,,,,,,,,,
1042783,Nisinomiya Mituki,西宮美月,にしのみやみつき,,,,,,,,,
1042807,Kiryuu Megumi,桐生恵,きりゅうめぐみ,,,,,,,,,
1042815,Shiraishi Mikuri,白石みくり,しらいしみくり,80.0,58.0,86.0,,,,新体操,,
1042816,Wakamiya Miku,若宮未來,わかみやみく,,,,,,,歌うこと,,
1042817,Nishino Haruka,西野悠,にしのはるか,89.0,60.0,87.0,,,,料理をつくること,,
1042818,Nanase Airi,七瀬あいり,ななせあいり,,,,,,,,,
1042819,Miyaji Ai,宮地亜衣,みやちあい,83.0,56.0,88.0,,,,水泳（背泳ぎ）,,
1042825,Sakazaki Miho,坂咲みほ,さかざきみほ,,,,,,,,,
1042829,Simada Yuuka,島田優花,しまだゆうか,,,,,,,,,
1042903,Mizusawa Haruna,水澤はるな,みずさわはるな,,,,,,,,,
1042904,Wakamoto An,若本あん,わかもとあん,,,,,,,,,
1042907,Ito Mayuki,伊藤舞雪,いとうまゆき,88.0,54.0,89.0,,,,,,
1042923,Yamauti Yuki,山内友紀,ひょうきなし,,,,,,,,,
1042924,Sinomiya Akari,四宮あかり,しのみやあかり,,,,,,,,,
1042925,Nakamura Satiko,中村幸子,なかむらさちこ,,,,,,,,,
1042928,Hayakawa Ryou,早川りょう,はやかわりょう,,,,,,,,,
1042929,Ogura Yuna,小倉由菜,おぐらゆな,83.0,58.0,85.0,155.0,1998-11-05,,ドライブ、韓国料理、映画鑑賞、旅行、写真,神奈川県,23.0
1042973,Satuki Mei,彩月芽依,さつきめい,93.0,57.0,90.0,,,,,,
1042974,Kurokawa Yukina,黒川ゆきな,くろかわゆきな,101.0,65.0,95.0,168.0,,,,,
1042975,Tanisaka Kana,谷坂かな,たにさかかな,,,,,,,,,
1042976,Yamai Suzu,山井すず,やまいすず,84.0,57.0,83.0,,1997-08-10,,バドミントン,,24.0
1042993,Kitakata Ryou,喜多方涼,きたかたりょう,88.0,66.0,89.0,150.0,1992-12-04,A,野球観戦・マラソン,千葉県,29.0
1043024,Yumeno Misaki,夢乃美咲,ゆめのみさき,,,,,,,,,
1043073,Hirasawa Suzu,平沢すず,ひらさわすず,85.0,59.0,90.0,159.0,,,,山梨県,
1043074,Mitaka Reina,三鷹レイナ,みたかれいな,90.0,59.0,92.0,175.0,,,,,
1043075,Mikuni Saya,美国沙耶,みくにさや,85.0,55.0,81.0,150.0,,,,,
1043076,Yokota Kyasarinmituki,横田キャサリンみつ貴,よこたきゃさりんみつき,85.0,56.0,85.0,150.0,,,,,
1043077,Nakama Asuka,仲間明日香,なかまあすか,88.0,58.0,85.0,158.0,,,,,
1043123,Arimura Nozomi,有村のぞみ,ありむらのぞみ,84.0,57.0,88.0,155.0,1996-02-14,,海外旅行,静岡県,25.0
1043235,Kurihara Kurume,栗原くるめ,くりはらくるめ,,,,,,,,,
1043259,Siiba Mikuru,椎葉みくる,しいばみくる,,,,,,,,,
1043260,Kuzi Maiko,久慈舞子,くじまいこ,,,,,,,,,
1043325,Mori Hotaru,森ほたる,もりほたる,95.0,58.0,88.0,153.0,,,,,
1043326,Ban Makie,伴牧英,ばんまきえ,82.0,63.0,86.0,152.0,,,,,
1043327,Amamiya Yukiko,雨宮有希子,あまみやゆきこ,,,,,,,,,
1043328,Kumamiya Yuno,熊宮由乃,くまみやゆの,,,,,,,,,
1043329,Asakura Marin,浅倉真凛,あさくらまりん,,,,,,,,,
1043368,Hukuyama Yuna,福山ゆな,ふくやまゆな,87.0,59.0,88.0,,,,,新潟県,
1043369,Hukami Ran,深見らん,ふかみらん,80.0,58.0,80.0,145.0,,,ダンス、バドミントン,,
1043441,Saezima Yuusuke,冴島ゆーすけ,さえじまゆーすけ,,,,,,,,,
1043458,Namiki Karen,並木夏恋,なみきかれん,85.0,57.0,85.0,,1999-03-15,,,秋田県,22.0
1043459,Kamiya Tika,神谷千佳,かみやちか,77.0,60.0,85.0,164.0,1997-10-13,A,アニメ、睡眠,茨城県,24.0
1043460,Kuramoti Haruka,倉持はるか,くらもちはるか,98.0,59.0,92.0,171.0,,,,,
1043461,Hamasaki Maria,浜崎まりあ,はまさきまりあ,93.0,57.0,95.0,152.0,,,,,
1043462,Sakura Niko,桜にこ,さくらにこ,89.0,56.0,85.0,148.0,,,,,
1043500,Mizusawa Kaori,水沢かおり,みずさわかおり,85.0,57.0,84.0,153.0,,,,,
1043526,Sibasaki Rika,柴咲りか,しばさきりか,87.0,62.0,89.0,165.0,,,,,
1043527,Umimiya Misaki,海宮みさき,うみみやみさき,80.0,60.0,85.0,163.0,,,,,
1043539,Satuki Hinano,沙月ひなの,さつきひなの,88.0,59.0,89.0,160.0,1991-09-26,A,旅行・ピアノ、バレーボール,東京都,30.0
1043542,Takigawa Nanami,滝川菜々美,たきがわななみ,82.0,56.0,85.0,175.0,,,ジョギング、ヨガ、映画鑑賞,,
1043543,Itinose Azusa,一ノ瀬梓,いちのせあずさ,,,,,,,,,
1043544,Kawai Himari,河合向日葵,かわいひまり,,,,,,,,,
1043545,Uehara Tika,上原千佳,うえはらちか,,,,,,,,,
1043546,Hidaka Mai,日高まい,ひだかまい,,,,,,,,,
1043589,Motituki Ruriko,望月瑠璃子,もちつきるりこ,,,,,,,,,
1043590,Akane Riko,あかねりこ,あかねりこ,,,,,,,,,
1043618,Anela,Anela,あねら,,,,,,,,,
1043622,Zaizen Reina,財前玲奈,ざいぜんれいな,,,,,,,,,
1043624,Oda Siori,小田しおり,おだしおり,86.0,62.0,90.0,158.0,,,,,
1043630,Namori Sae,名森さえ,なもりさえ,,,,,,,,,
1043631,Hirahara Asami,平原あさ美,ひらはらあさみ,,,,,,,,,
1043660,Kaede Mai,楓まい,かえでまい,,,,,,,,,
1043727,Suzumori Hinata,鈴森ひなた,すずもりひなた,,,,,,,,,
1043728,Meimei,メイメイ,めいめい,88.0,56.0,85.0,,,,,,
1043729,Takeda Makoto,武田真,たけだまこと,98.0,58.0,96.0,,,,,,
1043730,Takaoka Haruku,高丘大空,たかおかはるく,87.0,55.0,87.0,160.0,,,,,
1043731,Huzii Mikoto,藤井美琴,ふじいみこと,101.0,65.0,94.0,,,,,,
1043732,Suzuki Akina,鈴木明那,すずきあきな,92.0,57.0,82.0,,,,,,
1043753,Kuraki Siori,倉木しおり,くらきしおり,,,,,,,,,
1043775,Itihasi Erina,市橋えりな,いちはしえりな,84.0,58.0,86.0,154.0,1993-10-17,,DVD鑑賞、テニス,東京都,28.0
1043777,Hasimoto Natu,橋本菜都,はしもとなつ,,,,,,,,,
1043785,Satuki Towa,沙月とわ,さつきとわ,90.0,62.0,90.0,167.0,1998-01-18,,アニメ鑑賞、ゲーム、水泳、クラシックバレー,新潟県,23.0
1043804,Siina Mei,椎名めい,しいなめい,,,,,,,,,
1043810,Arihosi Aori,有星あおり,ありほしあおり,82.0,60.0,86.0,153.0,1998-06-18,O,ダンス,東京都,23.0
1043811,Otohara Sara,乙原サラ,おとはらさら,82.0,59.0,84.0,162.0,,,自撮り,,
1043812,Kamiya Mitsuki,神谷充希,かみやみつき,,,,,,,,,
1043813,Hashimoto Rio,橋本りお,はしもとりお,82.0,58.0,84.0,162.0,,,絵を描くこと,,
1043814,Ichiboshi Kimera,一星キメラ,いちぼしきめら,,,,,,,アニメ観賞・漫画,,
1043832,Takarada Monami,宝田もなみ,たからだもなみ,100.0,,,,,,,,
1043833,Rinne Touka,凛音とうか,りんねとうか,92.0,56.0,90.0,165.0,1990-10-23,O,旅行、映画、スポーツ観戦,千葉県,31.0
1043839,Koizumi Marin,小泉まりん,こいずみまりん,,,,,,,,,
1043927,Kawaguti Tomoka,川口ともか,かわぐちともか,93.0,58.0,88.0,167.0,,,,,
1043930,Sawai Mirai,沢井みらい,さわいみらい,,,,,,,,,
1043952,Utida Yuriko,内田ゆり子,うちだゆりこ,90.0,61.0,95.0,158.0,,,,,
1043953,Mayuzumi Ao,黛あお,まゆずみあお,85.0,58.0,82.0,156.0,,,,,
1043954,Mimasaka Ayana,美作彩凪,みまさかあやな,83.0,59.0,86.0,159.0,,,,,
1043955,Makimura Ayaka,牧村彩香,まきむらあやか,88.0,62.0,92.0,148.0,,,,,
1043973,Oda Makoto,織田真琴,おだまこと,,,,,,,,,
1043984,Iwase Rina,岩瀬りな,いわせりな,90.0,56.0,78.0,148.0,,,,,
1043985,Aoki Aki,青木亜樹,あおきあき,87.0,58.0,89.0,167.0,,,,,
1043986,Tomori Nanaha,友利七葉,ともりななは,100.0,62.0,90.0,160.0,,,,,
1043987,Nakazyou Mituki,中条みつ希,なかじょうみつき,100.0,63.0,90.0,164.0,,,,,
1044007,Asahina Ayumi,朝比奈歩美,あさひなあゆみ,,,,,,,,,
1044046,Kawai Asuna,河合あすな,かわいあすな,88.0,59.0,89.0,158.0,1998-03-21,O,ホラー映画鑑賞、アプリゲーム,神奈川県,23.0
1044060,Kuwata Minori,桑田みのり,くわたみのり,,,,,,,,,
1044065,Tanaka Reimi,田中れいみ,たなかれいみ,88.0,63.0,90.0,162.0,,,,,
1044097,Okamoto Yui,岡本結衣,おかもとゆい,,,,,,,,,
1044098,Sirose Nanami,白瀬ななみ,しろせななみ,,,,,,,,,
1044099,Misono Waka,美園和花,みそのわか,,,,,,,,,
1044105,Sasahara Mika,笹原美香,ささはらみか,82.0,59.0,84.0,162.0,,,,,
1044113,Huziki Madoka,藤木まどか,ふじきまどか,,,,,,,,,
1044116,Narumi Anna,なるみ杏奈,なるみあんな,,,,,,,,,
1044117,Takenaka Yui,竹中ゆい,たけなかゆい,,,,,,,,,
1044186,Mituya Yukari,三ツ矢ゆかり,みつやゆかり,,,,,,,,,
1044270,Toda Mayu,戸田真由,とだまゆ,,,,160.0,,,,,
1044271,Ikuno Akari,生野あかり,いくのあかり,,,,,,,,,
1044274,Nimo,NIMO,にも,88.0,60.0,88.0,,,,アニメ鑑賞、テニス,,
1044295,Kasiwagi Momo,柏木もも,かしわぎもも,90.0,,,145.0,,,,,
1044321,Yokokawa Aino,横川あいの,よこかわあいの,,,,,,,お菓子作り,,
1044322,Hanasaki Zyura,華咲じゅら,はなさきじゅら,93.0,,,,,,旅行,,
1044323,Simada Misaki,島田美咲,しまだみさき,,,,,,,,,
1044380,Shikishi Runa,色紙るな,しきしるな,,,,,,,,,
1044394,Kawakita Ayami,河北彩未,かわきたあやみ,,,,,,,,,
1044471,Tutumi Ami,堤あみ,つつみあみ,80.0,56.0,85.0,,1995-12-19,,,新潟県,26.0
1044472,Iwasaki Yayoi,岩崎弥生,いわさきやよい,,,,,,,,,
1044473,Masuzaka Mia,益坂美亜,ますざかみあ,100.0,59.0,88.0,164.0,1998-02-19,B,漫画を読むこと、カラオケ,福岡県,23.0
4921,Siori,詩音里,しおり,83.0,56.0,85.0,158.0,1980-08-28,A,映画鑑賞,,41.0
4922,Honda Mayu,本田まゆ,ほんだまゆ,78.0,58.0,86.0,,1978-08-27,,,,43.0
4923,Nomura Mari,野村まり,のむらまり,80.0,56.0,83.0,,1979-11-02,,,,42.0
4925,Asuka,明日香,あすか,83.0,59.0,85.0,164.0,1962-12-24,O,お掃除,宮城県,59.0
4926,Siraisi Hiyori,白石ひより,しらいしひより,88.0,59.0,88.0,159.0,1984-01-12,A,料理,北海道,37.0
4927,Sakurai Ami,桜井あみ,さくらいあみ,87.0,59.0,87.0,155.0,1983-12-11,A,ネイルアート、水泳,千葉県,38.0
4928,Sai Mari,彩毬,さいまり,85.0,60.0,88.0,160.0,1982-12-20,O,スケッチ、習字,東京都,39.0
4929,Katou Marina,加藤まりな,かとうまりな,80.0,58.0,85.0,,1984-02-02,O,,,37.0
4930,Imazyuku Makoto,今宿まこと,いまじゅくまこと,83.0,56.0,87.0,150.0,1984-02-18,A,メイク,山梨県,37.0
4931,Kotono Yuuka,琴乃夕夏,ことのゆうか,85.0,57.0,83.0,162.0,1983-01-11,O,ショッピング,静岡県,38.0
4932,Haruna Mai,春菜まい,はるなまい,88.0,60.0,84.0,155.0,1984-03-20,B,散歩、水泳,東京都,37.0
4933,Nakazawa Rena,中沢レナ,なかざわれな,84.0,59.0,83.0,,1984-03-01,O,メイクをする事,,37.0
4934,Asakura Mio,朝倉海音,あさくらみお,83.0,55.0,85.0,155.0,1983-11-05,AB,カラオケ、スポーツ,東京都,38.0
4935,Kazeno Maiko,風野舞子,かざのまいこ,84.0,58.0,83.0,152.0,1981-02-03,A,,東京都,40.0
4936,Tokiwa Sakurako,常盤桜子,ときわさくらこ,82.0,57.0,78.0,157.0,1983-11-22,A,料理,東京都,38.0
4937,Arisa,ARISA,ありさ,93.0,58.0,86.0,158.0,1982-07-07,B,スノーボード、ピアノ,東京都,39.0
4941,Isida Kiyoko,石田貴代子,いしだきよこ,,,,,,,,,
4943,Umemiya Sayuri,梅宮早百合,うめみやさゆり,84.0,59.0,87.0,,,,,,
4949,Kanzaki Zyuri,神崎樹里,かんざきじゅり,,,,,,,,,
4950,Kurokawa Aya,黒川彩,くろかわあや,,,,,,,,,
4951,Oyama Mituko,小山美津子,おやまみつこ,,,,,,,,,
4953,Sakurai Ruru,桜井流々,さくらいるる,83.0,55.0,81.0,156.0,1981-11-12,,,東京都,40.0
4955,Sugiyama Kiyoko,杉山貴代子,すぎやまきよこ,80.0,62.0,90.0,,,,,,
4956,Suzukaze Nagisa,涼風なぎさ,すずかぜなぎさ,85.0,58.0,85.0,,,,,,
4957,Suzuhara Zyun,鈴原淳,すずはらじゅん,,,,,,,,,
4958,Takase Rina,高瀬りな,たかせりな,86.0,58.0,86.0,158.0,1982-08-14,A,映画鑑賞、バレーボール、ビリヤード,静岡県,39.0
4959,Takatuki Mari,高月まり,たかつきまり,,,,,,,,,
4961,Tutumi Yuuko,堤優子,つつみゆうこ,,,,,,,,,
4962,Toyama Hatuko,戸山初子,とやまはつこ,,,,,,,,,
4963,Nakaoka Satiko,中岡佐知子,なかおかさちこ,,,,,,,,,
4966,Nisizawa Yuri,西澤友里,にしざわゆり,,,,,,,,,
4969,Hosikawa Kana,星川果南,ほしかわかな,,,,,,,,,
4972,Matukawa Remi,松川怜未,まつかわれみ,,,,,,,,,
4973,Matuno Momoka,松乃桃花,まつのももか,84.0,57.0,82.0,,1986-02-14,O,ショッピング、カラオケ,,35.0
4974,Mizuki Anna,瑞樹あんな,みずきあんな,,,,,,,,,
